1012,024	0,025	-2,851
1013,427	0,021	-2,901
1014,830	0,017	-2,952
1016,232	0,013	-3,003
1017,635	0,011	-3,019
1019,038	0,009	-3,028
1020,441	0,007	-3,037
1021,844	0,005	-3,046
1023,246	0,003	-3,046
1024,649	0,003	-3,037
1026,052	0,002	-3,028
1027,455	0,002	-3,019
1028,858	0,001	-3,007
1030,261	0,001	-2,974
1031,663	0,001	-2,941
1033,066	0,002	-2,908
1034,469	0,002	-2,875
1035,872	0,002	-2,952
1037,275	0,002	-3,066
1038,677	0,002	-3,180
1040,080	0,002	-3,294
1041,483	0,002	-3,402
1042,886	0,002	-3,498
1044,289	0,002	-3,594
1045,691	0,002	-3,690
1047,094	0,002	-3,785
1048,497	0,001	-3,985
1049,900	0,001	-4,215
1051,303	0,001	-4,444
1052,705	0,001	-4,674
1054,108	0,001	-4,897
1055,511	0,001	-5,095
1056,914	0,001	-5,293
1058,317	0,001	-5,491
1059,719	0,000	-5,689
1061,122	0,000	-5,854
1062,525	0,000	-5,996
1063,928	0,000	-6,138
1065,331	0,000	-6,280
1066,733	0,000	-6,422
1068,136	0,000	-6,492
1069,539	0,000	-6,554
1070,942	0,000	-6,616
1072,345	0,000	-6,678
1073,747	0,000	-6,725
1075,150	0,000	-6,688
1076,553	0,000	-6,651
1077,956	0,000	-6,615
1079,359	0,000	-6,578
1080,762	0,000	-6,576
1082,164	0,000	-6,636
1083,567	0,000	-6,696
1084,970	0,000	-6,756
1086,373	0,000	-6,816
1087,776	0,000	-6,796
1089,178	0,000	-6,697
1090,581	0,000	-6,598
1091,984	0,000	-6,498
1093,387	0,000	-6,399
1094,790	0,000	-6,598
1096,192	0,000	-7,015
1097,595	0,000	-7,432
1098,998	0,000	-7,849
1100,401	0,000	-8,266
1101,804	0,000	-8,531
1103,206	0,000	-8,689
1104,609	0,000	-8,848
1106,012	0,000	-9,006
1107,415	0,000	-9,164
1108,818	0,000	-9,138
1110,220	0,000	-8,954
1111,623	0,000	-8,771
1113,026	0,000	-8,587
1114,429	0,000	-8,404
1115,832	0,000	-8,314
1117,234	0,000	-8,349
1118,637	0,000	-8,385
1120,040	0,000	-8,421
1121,443	0,000	-8,456
1122,846	0,000	-8,490
1124,248	0,000	-8,519
1125,651	0,000	-8,548
1127,054	0,000	-8,577
1128,457	0,000	-8,606
1129,860	0,000	-8,634
1131,263	0,000	-8,515
1132,665	0,000	-8,395
1134,068	0,000	-8,275
1135,471	0,000	-8,155
1136,874	0,000	-8,035
1138,277	0,000	-8,138
1139,679	0,000	-8,347
1141,082	0,000	-8,557
1142,485	0,000	-8,766
1143,888	0,000	-8,976
1145,291	0,000	-9,107
1146,693	0,000	-9,045
1148,096	0,000	-8,982
1149,499	0,000	-8,920
1150,902	0,000	-8,857
1152,305	0,000	-8,795
1153,707	0,000	-8,408
1155,110	0,000	-7,952
1156,513	0,000	-7,497
1157,916	0,000	-7,041
1159,319	0,000	-6,586
1160,721	0,000	-6,136
1162,124	0,000	-5,700
1163,527	0,000	-5,264
1164,930	0,000	-4,827
1166,333	0,000	-4,391
1167,735	0,000	-3,955
1169,138	0,000	-3,780
1170,541	0,000	-3,727
1171,944	0,000	-3,675
1173,347	0,000	-3,622
1174,749	0,000	-3,570
1176,152	0,000	-3,518
1177,555	0,000	-2,882
1178,958	0,000	-2,241
1180,361	0,000	-1,601
1181,764	0,000	-0,960
1183,166	0,000	-0,319
1184,569	0,000	0,089
1185,972	0,000	-0,292
1187,375	0,000	-0,673
1188,778	0,000	-1,054
1190,180	0,000	-1,436
1191,583	0,000	-1,817
1192,986	0,000	-2,032
1194,389	0,000	-1,979
1195,792	0,000	-1,926
1197,194	0,000	-1,873
1198,597	0,000	-1,820
1200,000	0,000	-1,767
